Title,Rating,Link
肖申克的救赎,9.7,https://movie.douban.com/subject/1292052/
霸王别姬,9.6,https://movie.douban.com/subject/1291546/
泰坦尼克号,9.5,https://movie.douban.com/subject/1292722/
阿甘正传,9.5,https://movie.douban.com/subject/1292720/
千与千寻,9.4,https://movie.douban.com/subject/1291561/
美丽人生,9.5,https://movie.douban.com/subject/1292063/
这个杀手不太冷,9.4,https://movie.douban.com/subject/1295644/
星际穿越,9.4,https://movie.douban.com/subject/1889243/
盗梦空间,9.4,https://movie.douban.com/subject/3541415/
楚门的世界,9.4,https://movie.douban.com/subject/1292064/
辛德勒的名单,9.5,https://movie.douban.com/subject/1295124/
忠犬八公的故事,9.4,https://movie.douban.com/subject/3011091/
海上钢琴师,9.3,https://movie.douban.com/subject/1292001/
三傻大闹宝莱坞,9.2,https://movie.douban.com/subject/3793023/
疯狂动物城,9.2,https://movie.douban.com/subject/25662329/
放牛班的春天,9.3,https://movie.douban.com/subject/1291549/
机器人总动员,9.3,https://movie.douban.com/subject/2131459/
无间道,9.3,https://movie.douban.com/subject/1307914/
控方证人,9.6,https://movie.douban.com/subject/1296141/
大话西游之大圣娶亲,9.2,https://movie.douban.com/subject/1292213/
熔炉,9.3,https://movie.douban.com/subject/5912992/
触不可及,9.3,https://movie.douban.com/subject/6786002/
教父,9.3,https://movie.douban.com/subject/1291841/
寻梦环游记,9.1,https://movie.douban.com/subject/20495023/
当幸福来敲门,9.1,https://movie.douban.com/subject/1849031/
末代皇帝,9.3,https://movie.douban.com/subject/1293172/
哈利·波特与魔法石,9.2,https://movie.douban.com/subject/1295038/
龙猫,9.2,https://movie.douban.com/subject/1291560/
怦然心动,9.1,https://movie.douban.com/subject/3319755/
活着,9.3,https://movie.douban.com/subject/1292365/
蝙蝠侠：黑暗骑士,9.2,https://movie.douban.com/subject/1851857/
指环王3：王者无敌,9.3,https://movie.douban.com/subject/1291552/
我不是药神,9.0,https://movie.douban.com/subject/26752088/
乱世佳人,9.3,https://movie.douban.com/subject/1300267/
飞屋环游记,9.1,https://movie.douban.com/subject/2129039/
让子弹飞,9.0,https://movie.douban.com/subject/3742360/
哈尔的移动城堡,9.1,https://movie.douban.com/subject/1308807/
素媛,9.3,https://movie.douban.com/subject/21937452/
十二怒汉,9.4,https://movie.douban.com/subject/1293182/
海蒂和爷爷,9.3,https://movie.douban.com/subject/25958717/
猫鼠游戏,9.1,https://movie.douban.com/subject/1305487/
天空之城,9.2,https://movie.douban.com/subject/1291583/
摔跤吧！爸爸,9.0,https://movie.douban.com/subject/26387939/
鬼子来了,9.3,https://movie.douban.com/subject/1291858/
少年派的奇幻漂流,9.1,https://movie.douban.com/subject/1929463/
钢琴家,9.3,https://movie.douban.com/subject/1296736/
指环王2：双塔奇兵,9.2,https://movie.douban.com/subject/1291572/
大话西游之月光宝盒,9.0,https://movie.douban.com/subject/1299398/
死亡诗社,9.2,https://movie.douban.com/subject/1291548/
何以为家,9.1,https://movie.douban.com/subject/30170448/
闻香识女人,9.1,https://movie.douban.com/subject/1298624/
绿皮书,8.9,https://movie.douban.com/subject/27060077/
大闹天宫,9.4,https://movie.douban.com/subject/1418019/
黑客帝国,9.1,https://movie.douban.com/subject/1291843/
指环王1：护戒使者,9.1,https://movie.douban.com/subject/1291571/
罗马假日,9.1,https://movie.douban.com/subject/1293839/
教父2,9.3,https://movie.douban.com/subject/1299131/
狮子王,9.1,https://movie.douban.com/subject/1301753/
天堂电影院,9.2,https://movie.douban.com/subject/1291828/
饮食男女,9.2,https://movie.douban.com/subject/1291818/
辩护人,9.2,https://movie.douban.com/subject/21937445/
搏击俱乐部,9.0,https://movie.douban.com/subject/1292000/
本杰明·巴顿奇事,9.0,https://movie.douban.com/subject/1485260/
美丽心灵,9.1,https://movie.douban.com/subject/1306029/
穿条纹睡衣的男孩,9.2,https://movie.douban.com/subject/3008247/
情书,8.9,https://movie.douban.com/subject/1292220/
窃听风暴,9.2,https://movie.douban.com/subject/1900841/
两杆大烟枪,9.1,https://movie.douban.com/subject/1293350/
哈利·波特与死亡圣器(下),9.0,https://movie.douban.com/subject/3011235/
音乐之声,9.1,https://movie.douban.com/subject/1294408/
西西里的美丽传说,8.9,https://movie.douban.com/subject/1292402/
功夫,8.9,https://movie.douban.com/subject/1291543/
阿凡达,8.8,https://movie.douban.com/subject/1652587/
哈利·波特与阿兹卡班的囚徒,9.0,https://movie.douban.com/subject/1291544/
看不见的客人,8.8,https://movie.douban.com/subject/26580232/
拯救大兵瑞恩,9.1,https://movie.douban.com/subject/1292849/
沉默的羔羊,8.9,https://movie.douban.com/subject/1293544/
小鞋子,9.2,https://movie.douban.com/subject/1303021/
飞越疯人院,9.1,https://movie.douban.com/subject/1292224/
布达佩斯大饭店,8.9,https://movie.douban.com/subject/11525673/
蝴蝶效应,8.9,https://movie.douban.com/subject/1292343/
禁闭岛,8.9,https://movie.douban.com/subject/2334904/
致命魔术,8.9,https://movie.douban.com/subject/1780330/
心灵捕手,9.0,https://movie.douban.com/subject/1292656/
低俗小说,8.9,https://movie.douban.com/subject/1291832/
超脱,9.0,https://movie.douban.com/subject/5322596/
哈利·波特与密室,8.9,https://movie.douban.com/subject/1296996/
摩登时代,9.3,https://movie.douban.com/subject/1294371/
喜剧之王,8.8,https://movie.douban.com/subject/1302425/
杀人回忆,8.9,https://movie.douban.com/subject/1300299/
致命ID,8.9,https://movie.douban.com/subject/1297192/
春光乍泄,9.0,https://movie.douban.com/subject/1292679/
一一,9.1,https://movie.douban.com/subject/1292434/
海豚湾,9.3,https://movie.douban.com/subject/3442220/
美国往事,9.1,https://movie.douban.com/subject/1292262/
加勒比海盗,8.8,https://movie.douban.com/subject/1298070/
红辣椒,9.0,https://movie.douban.com/subject/1865703/
七宗罪,8.8,https://movie.douban.com/subject/1292223/
唐伯虎点秋香,8.7,https://movie.douban.com/subject/1306249/
还有明天,9.4,https://movie.douban.com/subject/36445098/
狩猎,9.1,https://movie.douban.com/subject/6985810/
幽灵公主,8.9,https://movie.douban.com/subject/1297359/
甜蜜蜜,8.9,https://movie.douban.com/subject/1305164/
蝙蝠侠：黑暗骑士崛起,8.9,https://movie.douban.com/subject/3395373/
7号房的礼物,8.9,https://movie.douban.com/subject/10777687/
寄生虫,8.8,https://movie.douban.com/subject/27010768/
天书奇谭,9.2,https://movie.douban.com/subject/1428581/
超能陆战队,8.8,https://movie.douban.com/subject/11026735/
爱在黎明破晓前,8.8,https://movie.douban.com/subject/1296339/
被嫌弃的松子的一生,8.8,https://movie.douban.com/subject/1787291/
第六感,8.9,https://movie.douban.com/subject/1297630/
爱在日落黄昏时,8.9,https://movie.douban.com/subject/1291990/
重庆森林,8.8,https://movie.douban.com/subject/1291999/
入殓师,8.9,https://movie.douban.com/subject/2149806/
剪刀手爱德华,8.7,https://movie.douban.com/subject/1292370/
断背山,8.8,https://movie.douban.com/subject/1418834/
未麻的部屋,9.1,https://movie.douban.com/subject/1395091/
菊次郎的夏天,8.9,https://movie.douban.com/subject/1293359/
勇敢的心,8.9,https://movie.douban.com/subject/1294639/
哈利·波特与火焰杯,8.8,https://movie.douban.com/subject/1309055/
借东西的小人阿莉埃蒂,8.9,https://movie.douban.com/subject/4202302/
茶馆,9.6,https://movie.douban.com/subject/1461403/
头脑特工队,8.8,https://movie.douban.com/subject/10533913/
时空恋旅人,8.8,https://movie.douban.com/subject/10577869/
无人知晓,9.1,https://movie.douban.com/subject/1292337/
消失的爱人,8.7,https://movie.douban.com/subject/21318488/
倩女幽魂,8.8,https://movie.douban.com/subject/1297447/
完美的世界,9.1,https://movie.douban.com/subject/1300992/
阳光灿烂的日子,8.8,https://movie.douban.com/subject/1291875/
花样年华,8.8,https://movie.douban.com/subject/1291557/
驯龙高手,8.8,https://movie.douban.com/subject/2353023/
小森林 夏秋篇,9.0,https://movie.douban.com/subject/25814705/
天使爱美丽,8.7,https://movie.douban.com/subject/1292215/
新世界,8.9,https://movie.douban.com/subject/10437779/
傲慢与偏见,8.7,https://movie.douban.com/subject/1418200/
侧耳倾听,8.9,https://movie.douban.com/subject/1297052/
一个叫欧维的男人决定去死,8.9,https://movie.douban.com/subject/26628357/
怪兽电力公司,8.8,https://movie.douban.com/subject/1291579/
玩具总动员3,8.9,https://movie.douban.com/subject/1858711/
请以你的名字呼唤我,8.8,https://movie.douban.com/subject/26799731/
教父3,9.0,https://movie.douban.com/subject/1294240/
色，戒,8.7,https://movie.douban.com/subject/1828115/
幸福终点站,8.8,https://movie.douban.com/subject/1292274/
哪吒闹海,9.2,https://movie.douban.com/subject/1307315/
被解救的姜戈,8.8,https://movie.douban.com/subject/6307447/
小森林 冬春篇,9.0,https://movie.douban.com/subject/25814707/
九品芝麻官,8.8,https://movie.douban.com/subject/1297518/
釜山行,8.6,https://movie.douban.com/subject/25986180/
神偷奶爸,8.7,https://movie.douban.com/subject/3287562/
萤火之森,8.8,https://movie.douban.com/subject/5989818/
喜宴,9.0,https://movie.douban.com/subject/1303037/
告白,8.8,https://movie.douban.com/subject/4268598/
玛丽和马克思,9.0,https://movie.douban.com/subject/3072124/
头号玩家,8.6,https://movie.douban.com/subject/4920389/
模仿游戏,8.8,https://movie.douban.com/subject/10463953/
大鱼,8.8,https://movie.douban.com/subject/1291545/
七武士,9.3,https://movie.douban.com/subject/1295399/
惊魂记,9.0,https://movie.douban.com/subject/1293181/
射雕英雄传之东成西就,8.7,https://movie.douban.com/subject/1316510/
血战钢锯岭,8.7,https://movie.douban.com/subject/26325320/
我是山姆,9.0,https://movie.douban.com/subject/1306861/
你的名字。,8.5,https://movie.douban.com/subject/26683290/
阳光姐妹淘,8.8,https://movie.douban.com/subject/4917726/
恐怖直播,8.7,https://movie.douban.com/subject/21360417/
黑客帝国3：矩阵革命,8.8,https://movie.douban.com/subject/1302467/
背靠背，脸对脸,9.5,https://movie.douban.com/subject/1307856/
心灵奇旅,8.7,https://movie.douban.com/subject/24733428/
电锯惊魂,8.7,https://movie.douban.com/subject/1417598/
三块广告牌,8.7,https://movie.douban.com/subject/26611804/
小丑,8.7,https://movie.douban.com/subject/27119724/
谍影重重3,8.9,https://movie.douban.com/subject/1578507/
达拉斯买家俱乐部,8.8,https://movie.douban.com/subject/1793929/
疯狂原始人,8.7,https://movie.douban.com/subject/1907966/
无间道2,8.8,https://movie.douban.com/subject/1307106/
绿里奇迹,8.9,https://movie.douban.com/subject/1300374/
爱在午夜降临前,8.9,https://movie.douban.com/subject/10808442/
海街日记,8.8,https://movie.douban.com/subject/25895901/
风之谷,8.9,https://movie.douban.com/subject/1291585/
上帝之城,9.0,https://movie.douban.com/subject/1292208/
英雄本色,8.6,https://movie.douban.com/subject/1297574/
疯狂的石头,8.6,https://movie.douban.com/subject/1862151/
雨中曲,9.1,https://movie.douban.com/subject/1293460/
心迷宫,8.7,https://movie.douban.com/subject/25917973/
2001太空漫游,8.9,https://movie.douban.com/subject/1292226/
纵横四海,8.8,https://movie.douban.com/subject/1295409/
末路狂花,9.0,https://movie.douban.com/subject/1291992/
记忆碎片,8.7,https://movie.douban.com/subject/1304447/
卢旺达饭店,8.9,https://movie.douban.com/subject/1291822/
高山下的花环,9.5,https://movie.douban.com/subject/1422283/
无敌破坏王,8.7,https://movie.douban.com/subject/6534248/
小偷家族,8.7,https://movie.douban.com/subject/27622447/
冰川时代,8.7,https://movie.douban.com/subject/1291578/
恐怖游轮,8.5,https://movie.douban.com/subject/3011051/
东京教父,9.0,https://movie.douban.com/subject/1310177/
牯岭街少年杀人事件,8.9,https://movie.douban.com/subject/1292329/
魔女宅急便,8.7,https://movie.douban.com/subject/1307811/
岁月神偷,8.7,https://movie.douban.com/subject/3792799/
忠犬八公物语,9.2,https://movie.douban.com/subject/1959195/
荒蛮故事,8.7,https://movie.douban.com/subject/24750126/
遗愿清单,8.7,https://movie.douban.com/subject/1867345/
大佛普拉斯,8.7,https://movie.douban.com/subject/27059130/
贫民窟的百万富翁,8.6,https://movie.douban.com/subject/2209573/
源代码,8.6,https://movie.douban.com/subject/3075287/
芙蓉镇,9.3,https://movie.douban.com/subject/1297880/
疯狂的麦克斯4：狂暴之路,8.7,https://movie.douban.com/subject/3592854/
你看起来好像很好吃,8.9,https://movie.douban.com/subject/4848115/
东邪西毒,8.6,https://movie.douban.com/subject/1292328/
可可西里,8.9,https://movie.douban.com/subject/1308857/
爆裂鼓手,8.6,https://movie.douban.com/subject/25773932/
城市之光,9.3,https://movie.douban.com/subject/1293908/
波西米亚狂想曲,8.6,https://movie.douban.com/subject/5300054/
花束般的恋爱,8.6,https://movie.douban.com/subject/34874432/
黑天鹅,8.6,https://movie.douban.com/subject/1978709/
爱乐之城,8.4,https://movie.douban.com/subject/25934014/
青蛇,8.6,https://movie.douban.com/subject/1303394/
白日梦想家,8.6,https://movie.douban.com/subject/2133323/
哈利·波特与死亡圣器(上),8.6,https://movie.douban.com/subject/2051007/
终结者2：审判日,8.8,https://movie.douban.com/subject/1291844/
初恋这件小事,8.5,https://movie.douban.com/subject/4739952/
无耻混蛋,8.7,https://movie.douban.com/subject/1438652/
机器人之梦,9.1,https://movie.douban.com/subject/35426925/
雨人,8.7,https://movie.douban.com/subject/1291870/
新龙门客栈,8.7,https://movie.douban.com/subject/1292287/
人工智能,8.7,https://movie.douban.com/subject/1302827/
虎口脱险,8.9,https://movie.douban.com/subject/1296909/
崖上的波妞,8.6,https://movie.douban.com/subject/1959877/
真爱至上,8.5,https://movie.douban.com/subject/1292401/
大红灯笼高高挂,8.8,https://movie.douban.com/subject/1293323/
千钧一发,8.8,https://movie.douban.com/subject/1300117/
罗生门,8.8,https://movie.douban.com/subject/1291879/
恋恋笔记本,8.5,https://movie.douban.com/subject/1309163/
彗星来的那一夜,8.6,https://movie.douban.com/subject/25807345/
哈利·波特与凤凰社,8.5,https://movie.douban.com/subject/1457217/
海边的曼彻斯特,8.6,https://movie.douban.com/subject/25980443/
火星救援,8.5,https://movie.douban.com/subject/25864085/
黑客帝国2：重装上阵,8.7,https://movie.douban.com/subject/1304141/
奇迹男孩,8.6,https://movie.douban.com/subject/26787574/
萤火虫之墓,8.7,https://movie.douban.com/subject/1293318/
战争之王,8.7,https://movie.douban.com/subject/1419936/
千年女优,8.8,https://movie.douban.com/subject/1307394/
步履不停,8.8,https://movie.douban.com/subject/2222996/
血钻,8.7,https://movie.douban.com/subject/1428175/
谍影重重2,8.7,https://movie.douban.com/subject/1308767/
蜘蛛侠：平行宇宙,8.6,https://movie.douban.com/subject/26374197/
攻壳机动队,9.0,https://movie.douban.com/subject/1291936/
魂断蓝桥,8.8,https://movie.douban.com/subject/1293964/
房间,8.8,https://movie.douban.com/subject/25724855/
冰雪奇缘,8.5,https://movie.douban.com/subject/4202982/
隐藏人物,8.9,https://movie.douban.com/subject/26615208/
谍影重重,8.6,https://movie.douban.com/subject/1304102/
